Latitude,Longitude,Limiting_Magnitude
22.3072,73.1812,4
33.9532,-84.2074,3
33.1132,-117.099,2
43.3157,-8.36077,1
43.3145,-8.35723,1
-31.7806,-70.9684,4
-31.7698,-70.9728,4
38.3482,-81.6661,2
33.2236,-117.284,1
30.4515,-91.1871,2
45.4851,16.3731,2
40.4296,-74.2868,2
27.5536,-82.4305,5
45.4562,16.3679,3
49.392,8.84106,4
43.7284,-72.3171,6
42.5173,-82.9629,3
27.5538,-82.4305,5
39.9708,-105.029,5
43.7178,-72.2527,3
43.7178,-72.2527,3
27.5538,-82.4304,5
40.4994,-104.864,5
44.5748,27.9517,4
52.3972,13.0486,5
45.4423,16.2769,2
43.3142,-8.35902,2
43.3159,-8.36077,1
43.2949,-8.30825,4
49.392,8.84106,5
49.392,8.84106,5
37.7069,-122.105,2
37.9393,-122.064,3
36.4449,140.353,5
47.7563,25.8579,5
43.2949,-8.30826,4
50.5886,10.2709,5
45.4423,16.2769,1
43.3144,-8.3573,2
49.392,8.84106,4
40.2604,-74.0128,1
40.3522,-124.011,6
40.302,-73.9798,2
43.2929,-8.33397,1
38.9827,-76.9336,5
45.4851,16.3731,1
43.3142,-8.35818,1
43.2929,-8.33404,1
-23.6045,-46.7809,2
18.4401,-66.0443,1
43.7162,-72.2559,5
43.7314,-72.3165,5
40.7168,-73.5994,2
43.7062,-72.2764,5
45.4423,16.2769,2
43.2949,-8.30826,4
43.3141,-8.3574,1
18.4155,-66.0586,2
32.5771,-97.0561,1
41.8774,-87.6655,2
43.7284,-72.3171,5
43.6562,-72.4098,4
32.5541,-97.0701,1
18.4429,-66.2891,1
18.4429,-66.2891,1
18.4429,-66.2891,1
18.1837,-65.9529,2
42.3451,-71.1045,3
32.5571,-97.0748,2
43.7011,-72.2171,6
32.5829,-97.0501,2
43.3159,-8.36438,3
43.9452,-122.761,6
43.9727,-74.4204,5
52.3972,13.0486,5
52.3972,13.0486,4
53.2758,9.8425,6
30.5048,-91.0858,5
32.5944,-97.0491,2
51.4228,7.03545,4
40.5237,-109.021,6
54.2825,10.2442,5
43.7161,-72.2559,4
52.3971,13.049,5
-23.6045,-46.7809,2
40.4201,-109.186,6
40.4368,-109.309,6
40.4515,-109.016,6
39.9205,-105.087,1
40.718,-73.6025,2
44.0548,-121.327,5
45.4423,16.2769,3
45.4423,16.2769,2
45.4423,16.2769,1
45.4423,16.2769,1
28.6607,-17.9228,1
51.9044,-8.45891,4
-23.6047,-46.7809,2
40.2805,-74.0058,3
49.3866,8.80228,3
-30.9474,-71.1885,6
43.2664,-72.1399,5
37.967,-122.089,4
28.6609,-17.9247,2
-23.6046,-46.781,2
30.6438,-97.6691,2
30.6142,-97.6577,2
53.2758,9.8425,6
25.0875,121.519,3
25.0875,121.519,3
51.8796,-8.48101,3
51.8796,-8.48093,2
51.8796,-8.48093,2
51.8796,-8.48095,3
47.6104,20.7283,4
47.6101,20.728,5
28.6602,-17.9156,1
33.6144,-117.134,2
-26.7573,152.865,6
-26.7284,152.713,7
-26.6233,152.684,7
45.4851,16.3731,3
35.2556,129.103,1
45.4851,16.3731,5
45.4851,16.3731,5
44.0548,-121.327,4
32.6046,-97.0883,2
33.9826,-117.853,4
36.3452,-119.333,4
40.2805,-74.0058,4
47.6101,20.7278,4
36.3486,-119.339,1
36.3487,-119.339,1
36.3487,-119.339,3
36.3413,-119.342,1
36.3458,-119.341,4
36.3421,-119.34,3
36.3487,-119.339,1
36.3494,-119.342,5
36.3487,-119.339,3
36.3485,-119.339,4
50.8373,5.98787,5
52.3972,13.0486,5
42.7468,-84.278,3
33.0995,-117.204,3
-26.7596,152.865,6
53.7178,11.3949,6
33.1055,-117.074,1
30.1467,-98.017,6
40.0034,-105.033,2
43.8211,-91.2257,4
43.8125,-91.2409,3
33.5313,-117.151,3
53.9018,-9.78915,6
50.8377,5.9876,5
37.7069,-122.105,4
40.3514,-75.4801,6
33.1706,-117.221,3
35.2555,129.104,2
35.2554,129.104,2
4.71099,-74.0721,4
33.0993,-117.204,1
33.0993,-117.204,1
51.8565,-8.28865,3
-23.6045,-46.7809,3
51.5961,15.3374,4
39.8054,-104.861,1
39.8666,-105.027,3
32.5978,-97.0492,2
32.6419,-97.1456,1
39.9806,-105.1,2
39.9325,-105.105,3
33.0996,-117.203,1
35.2558,129.103,2
33.0546,-117.3,3
41.2445,-96.1585,4
39.9375,-105.078,3
42.3224,-71.069,2
-33.8838,18.6769,1
-33.8838,18.6769,1
-33.8838,18.6769,1
42.2728,-71.1508,1
32.5959,-97.0541,3
39.4819,-105.341,1
42.2289,-71.4897,5
44.6594,-93.1808,3
33.0546,-117.3,1
42.1959,-70.7259,4
32.5491,-97.1144,3
44.0548,-121.327,4
39.9335,-105.139,4
39.8653,-105.225,2
39.8653,-105.225,3
44.0039,-123.083,5
41.4862,-71.5273,3
41.7502,-111.804,1
33.5391,-117.127,6
40.5836,-111.654,6
46.8704,-122.285,3
33.7748,-117.91,6
35.7421,-78.8598,4
51.9044,-8.45892,5
41.7005,-111.828,4
41.7005,-111.828,4
44.0369,-123.058,5
52.6786,18.3382,1
32.5735,-97.0427,7
43.7183,-72.2512,3
41.737,-111.834,5
42.34,-71.0887,3
47.3414,10.1737,6
42.3821,-71.293,3
37.6717,-112.158,6
-10.2837,-36.5842,4
-10.2846,-36.5736,3
53.714,11.3731,6
51.8469,-8.58084,5
51.8445,-8.59095,6
47.6419,-122.108,2
-34.8919,-56.0843,3
5.5201,95.3021,3
42.3718,-71.2979,3
42.3718,-71.2979,3
33.8288,-118.312,1
52.1335,-8.53165,6
42.339,-71.3044,2
35.1159,-80.9636,3
-31.7825,-70.9607,4
42.3648,-71.2912,2
39.9568,-105.366,5
-26.7591,152.866,6
37.7069,-122.105,4
-26.7319,152.727,6
-26.5237,152.786,6
39.4008,-104.913,3
39.9227,-105.246,4
43.4635,-94.738,1
33.5095,-117.082,2
42.3668,-71.3031,1
32.0954,-96.4689,1
42.3668,-71.3031,2
33.5096,-117.082,4
42.0238,-91.6871,5
36.438,140.358,4
27.8963,-81.9638,4
27.8966,-81.9638,4
27.8958,-81.9666,4
46.4744,16.4037,5
54.2825,10.2441,5
48.8476,-122.596,2
36.6727,-90.4793,6
32.9595,-117.265,2
58.0943,7.96351,5
-29.913,-71.1503,3
44.0548,-121.327,2
43.4026,-94.8504,3
32.5879,-97.0511,2
33.481,-117.097,4
32.5737,-97.045,3
40.013,-105.309,2
40.006,-105.266,2
39.9286,-105.176,5
40.0793,-105.074,4
40.2324,-105.174,4
39.9974,-105.309,4
39.9974,-105.309,4
40.3035,-105.092,4
33.5096,-117.082,2
44.5001,-89.5396,4
44.5001,-89.5396,4
33.455,-117.099,4
39.981,-105.026,4
46.4744,16.4037,2
44.4789,-84.6718,5
39.6401,-106.373,2
42.3635,-71.3263,4
39.958,-105.339,3
40.0126,-105.281,2
39.9907,-105.447,4
40.0799,-105.263,2
46.1876,10.7856,3
40.0017,-105.307,4
42.634,-71.4431,3
39.958,-105.339,5
40.006,-105.268,2
39.958,-105.339,6
32.605,-97.0741,3
39.9579,-105.339,4
39.9983,-105.252,4
39.9524,-105.355,3
33.503,-117.125,3
33.503,-117.125,3
39.9535,-105.333,5
39.9721,-105.249,3
39.9912,-105.319,4
40.0036,-105.263,2
45.5381,9.92839,1
40.0076,-105.266,3
39.958,-105.339,4
40.3933,-105.709,6
42.3465,-71.3301,2
42.3707,-71.2947,4
44.0876,-98.2812,1
32.2335,-110.948,3
42.3718,-71.2979,3
42.3799,-71.3034,6
42.3412,-71.3053,3
39.0917,-104.873,5
-6.27027,106.78,2
42.3686,-71.2908,6
42.339,-71.3045,5
40.006,-105.268,3
40.0059,-105.268,3
42.3952,-71.2477,4
40.0087,-105.273,1
39.9972,-105.309,3
39.9989,-105.25,2
31.1198,-97.7131,1
40.0023,-105.257,3
40.0017,-105.307,6
31.7194,-96.1398,4
39.9136,-105.118,3
42.3649,-71.2911,4
36.438,140.358,4
41.9717,-88.0379,2
41.9853,-88.0594,3
32.6067,-97.0742,3
42.3668,-71.3031,3
42.3821,-71.2931,2
44.0548,-121.327,3
28.6683,-17.9031,5
44.9667,26.0833,1
33.7038,-95.6402,5
33.7038,-95.6402,5
33.7038,-95.6402,4
33.7038,-95.6402,5
28.6394,-17.9312,3
28.7134,-17.9058,2
28.6683,-17.9032,3
-13.059,-76.3507,4
50.0291,20.2319,2
52.2329,21.2252,1
28.6394,-17.9312,2
28.6427,-17.9332,3
28.6597,-17.9139,4
28.6683,-17.9032,5
38.9438,-95.3121,4
33.1495,-117.184,3
38.3943,34.3461,2
36.313,-119.616,3
44.3502,-79.0387,2
28.6394,-17.9312,3
28.6598,-17.9141,3
43.8069,-91.2304,2
32.4288,-111.201,6
37.9717,-100.873,1
48.5782,1.53129,5
32.0359,-96.3374,4
33.8622,130.754,1
28.0574,-14.3521,3
39.8469,-104.675,3
40.0188,-105.286,3
39.7459,-104.997,2
39.6793,-104.991,2
39.9144,-76.6121,6
25.0895,121.461,6
53.663,17.6005,6
39.1577,-76.8725,2
35.0859,-77.1576,6
40.9441,-81.5925,3
43.0389,-87.9065,2
31.6224,-95.5407,4
52.8489,12.6004,4
30.4382,-88.5289,1
28.3591,-81.5601,2
37.111,-113.58,4
52.177,21.1795,2
38.4675,23.6238,3
32.0123,-96.7034,6
52.2375,21.1296,2
56.6544,16.518,6
35.9357,-78.6914,7
56.5577,16.4467,6
56.5022,16.4355,6
56.5022,16.4355,6
-31.2013,-71.0006,6
30.0512,-99.1507,4
40.1723,-105.113,3
27.8394,-82.2326,2
44.5722,-91.2274,2
35.8296,-78.7821,2
44.594,-91.0212,2
37.8,-122.438,2
42.2529,-71.0023,1
35.7796,-78.6382,4
45.1077,26.3064,1
-30.1242,-70.4925,6
44.9284,25.9995,2
35.82,-78.7691,3
32.534,-96.6656,7
41.3514,21.5555,3
35.7911,-78.8988,3
52.3053,-3.62294,6
28.7041,77.1025,3
35.7796,-78.6382,1
-33.2532,-57.9959,4
35.7796,-78.6382,3
35.7911,-78.8988,1
51.62,19.8342,1
28.9405,-13.7074,5
28.8642,-13.829,2
28.8642,-13.829,4
28.8642,-13.829,2
53.9016,-7.8451,6
51.9124,8.5701,5
51.0349,9.19114,6
51.0349,9.19114,6
50.9092,9.18603,6
29.6801,-85.231,6
-32.902,151.703,4
42.6619,-71.4151,2
42.3915,-71.2006,3
42.659,-71.4136,4
49.6436,8.6424,6
48.9521,11.4677,6
28.6574,-17.9095,2
48.7177,17.908,4
42.6853,-71.3976,4
52.1698,21.2056,2
44.5009,14.5091,6
28.6611,-17.9247,1
35.7986,-78.8952,3
33.5944,-112.132,4
36.6865,137.857,6
35.708,-78.7687,2
35.708,-78.7687,2
35.708,-78.7687,2
41.6775,-87.0093,4
41.545,-87.2602,4
41.619,-87.2083,4
52.556,18.501,5
41.6364,-87.0868,4
41.6153,-87.1926,4
41.6563,-87.0293,5
41.6526,-87.0261,5
52.3156,21.1492,6
52.634,18.7277,1
28.6574,-17.9095,2
41.6332,-87.0085,5
41.6369,-86.9979,5
47.4301,9.40045,1
41.6737,-86.9859,4
56.5588,16.621,7
41.6714,-86.9711,5
41.6512,-86.9373,5
41.6948,-86.9324,4
41.6512,-86.9325,4
41.7007,-86.9141,4
41.7148,-86.901,3
41.6457,-86.8887,4
41.6803,-86.8802,4
41.6855,-86.8858,4
41.6572,-87.0634,4
-29.8896,-71.1357,6
32.5827,-97.0527,4
-33.257,-58.0331,3
52.1002,21.0485,2
42.6402,-71.4578,4
38.3269,-104.624,3
35.6159,140.064,1
39.9789,-105.575,4
52.1674,21.1883,2
37.9049,21.2741,4
-31.7962,-70.9917,7
-31.7805,-70.9685,5
39.9787,-105.57,4
41.6215,-72.7457,4
35.8259,-78.7919,2
30.6303,-88.223,4
28.9333,-13.7064,1
68.1389,114.766,4
28.8707,-13.8406,2
28.6516,77.1403,1
28.6692,77.1437,5
28.6021,76.988,2
28.6863,77.2218,3
28.5963,77.0373,1
28.6502,77.1113,2
33.1367,-117.145,2
28.622,77.0599,2
38.343,-81.6423,1
38.3093,-81.5975,2
39.5848,-104.903,1
39.5848,-104.903,1
39.7347,-105.001,2
39.9895,-105.29,5
39.6937,-104.787,3
40.0061,-105.267,2
39.5834,-104.713,2
40.1723,-105.113,4
34.6865,135.495,2
34.6865,135.495,2
34.6865,135.495,2
52.2158,21.1038,3
52.2859,21.0799,3
43.2776,-1.9358,5
39.6937,-104.787,3
28.6611,-17.9246,4
42.6755,-71.3949,3
38.3183,-81.5718,3
32.645,-97.088,3
39.8622,-105.16,2
32.6032,-97.0464,2
32.5951,-97.0526,1
32.5855,-97.0765,1
32.5855,-97.0765,1
32.5855,-97.0765,1
28.5615,77.0564,1
28.5921,77.0461,2
37.8005,-25.148,6
71.8332,-34.922,1
52.2974,21.1011,2
52.1002,21.0485,3
52.3165,21.18,5
52.2156,21.1041,3
38.343,-81.6423,1
-31.7825,-70.9607,4
38.2172,-104.627,3
38.2212,-104.682,2
20.6372,-87.0635,2
36.8015,140.051,5
28.6203,77.0563,1
28.563,77.0611,2
28.6611,-17.9246,4
38.2688,-104.607,3
33.6196,-111.838,2
52.5574,18.5939,3
52.622,18.5287,4
45.9303,8.92284,5
28.661,-17.9247,1
51.7031,7.81608,3
28.6583,-17.9186,3
34.9463,-92.5719,6
-33.2545,-58.0307,1
43.1607,-0.469196,5
45.8513,8.93666,3
32.7103,-117.146,1
52.6288,18.5329,4
52.5568,18.5924,4
52.6127,18.6356,4
52.6306,18.5391,3
45.8485,8.93727,3
28.661,-17.9247,1
28.6611,-17.9248,1
52.6267,18.5257,4
52.6127,18.6356,3
46.4553,8.91912,7
28.8627,-13.8297,5
28.8627,-13.8297,3
28.8627,-13.8297,3
28.8627,-13.8297,1
28.9525,-13.7442,2
28.8627,-13.8297,3
28.9231,-13.6592,3
28.8655,-13.8321,3
28.8647,-13.8273,3
28.8647,-13.8273,4
28.8627,-13.8297,1
52.622,18.5287,2
52.6206,18.5222,2
35.1205,-106.494,3
-30.2862,-70.634,7
46.8928,7.37391,5
28.6811,77.104,2
32.4331,-96.6724,2
52.3127,21.1143,2
52.6155,18.5307,4
35.5713,-82.5204,1
41.6611,-91.5302,2
10.3991,-75.5537,6
28.9582,-13.6922,5
52.3138,21.1111,1
52.7434,18.7002,5
-12.0521,-77.0063,1
-12.0521,-77.0063,1
45.8628,8.95164,4
34.96,-76.9622,2
52.2333,21.0367,3
52.2249,21.0714,2
46.3588,16.6207,7
42.646,-71.4406,5
38.0521,-107.304,6
36.1426,-80.3325,1
26.8446,81.0024,1
41.6623,12.8127,4
33.0868,-83.2295,3
33.0746,-83.2468,4
33.083,-83.2413,3
40.0086,-105.273,7
51.062,9.17207,6
37.1002,-76.4041,1
-34.8924,-56.1048,2
29.6383,-82.4106,3
-17.5098,126.108,6
20.5104,-86.9496,2
20.5117,-86.9486,2
32.9185,-117.138,1
34.1178,-109.021,6
-33.5182,150.831,5
-21.283,55.4358,4
46.8101,7.1506,5
28.6583,-17.9187,3
30.4229,-91.1685,3
32.5804,-97.1382,1
33.5393,-117.135,2
32.5982,-97.0463,2
44.0582,-121.315,4
32.5827,-97.0527,3
28.6537,-17.9177,2
50.6333,4.89636,6
42.1442,-89.2804,3
-34.8924,-56.1048,3
33.0973,-117.113,2
33.391,-111.718,3
33.1523,-117.168,3
36.16,-96.0223,3
36.16,-96.0223,3
36.16,-96.0223,3
52.6867,12.4478,5
32.2314,-110.949,3
32.2226,-110.975,2
33.5371,-117.165,3
33.1019,-116.793,3
32.5708,-97.0483,3
47.6104,20.7283,5
49.6628,18.6771,4
38.4799,23.6274,1
33.2408,-117.269,3
37.1003,-76.4039,2
32.5779,-97.0551,1
32.5987,-97.1163,1
34.1178,-109.021,5
32.245,-110.823,3
32.5862,-97.0648,5
32.2284,-110.943,2
42.1896,-122.672,4
49.9053,20.7021,6
41.6289,-81.3615,2
35.8957,-79.9516,2
34.1177,-109.021,2
33.1394,-117.082,3
33.5373,-117.133,2
30.3302,-89.7437,6
-31.7891,116.086,5
42.6298,-71.4846,4
36.084,140.115,1
42.6761,-71.3778,3
42.6457,-71.4399,3
42.6566,-71.4451,6
42.671,-71.4204,3
33.2138,-117.285,5
42.2042,-122.731,2
33.102,-116.793,3
34.1178,-109.021,5
47.6652,-122.308,2
42.3265,-122.815,3
42.3102,-122.815,4
33.49,-7.5905,3
47.3801,-68.3169,3
47.3731,-68.3041,1
47.378,-68.125,5
33.564,-117.146,1
42.3874,-71.6434,4
42.3893,-71.6459,4
33.2407,-117.269,2
49.5942,17.364,5
-30.2377,-71.088,2
33.1367,-117.145,2
33.1367,-117.145,3
49.6625,18.677,4
49.6628,18.6766,4
49.6627,18.6768,4
42.3429,-122.904,3
28.6611,-17.9248,2
37.9205,-104.947,1
40.1728,-105.113,3
37.9252,-104.929,1
41.6293,-81.3279,5
28.661,-17.9248,2
41.8459,-70.9495,1
41.5831,-81.3812,1
28.6537,-17.9177,1
19.8133,-155.116,3
19.8218,-155.127,4
28.6587,-17.9129,1
48.7012,1.97445,4
41.5223,-81.3379,2
41.6289,-81.3615,2
41.6289,-81.3615,2
28.6597,-17.9139,2
-30.2439,-71.0806,3
38.0458,23.8585,3
28.6555,-17.9124,3
-31.9096,-71.4973,4
-32.1278,-71.4062,7
-31.9198,-71.5086,4
-32.1187,-71.4835,5
-32.0612,-71.3083,7
-31.9146,-71.509,3
28.6537,-17.9177,1
-34.8919,-56.0843,2
-34.1918,-53.8586,2
-34.1908,-53.8592,4
37.1005,-76.4039,2
4.66848,-74.1032,3
4.66546,-74.102,1
28.6611,-17.9248,1
28.6611,-17.9246,3
28.6537,-17.9177,1
28.6613,-17.8961,2
4.73711,-74.0811,2
28.6612,-17.8962,2
28.6611,-17.9247,3
37.7024,-122.157,2
39.0307,-77.5084,2
28.6612,-17.9247,3
28.6598,-17.9139,1
28.6612,-17.8963,2
28.6613,-17.8962,2
37.7024,-122.156,3
37.6878,-122.154,2
39.0382,-77.4685,2
28.6611,-17.9247,1
18.3499,-65.9094,1
37.663,-122.139,2
37.7024,-122.156,3
40.1721,-105.118,2
37.7024,-122.156,4
37.8719,-122.259,4
46.5099,-84.2733,3
27.5976,-99.4879,3
37.6776,-122.125,2
37.6748,-122.119,2
37.6938,-122.127,1
37.8227,-121.277,2
37.6965,-122.156,1
37.6942,-122.146,3
27.5927,-99.4684,3
34.1178,-109.021,3
42.3396,-122.922,2
42.3453,-122.963,1
42.3292,-122.833,1
42.345,-122.832,1
42.166,-122.991,5
37.6672,-122.136,2
42.3675,-122.956,4
42.3173,-122.814,3
37.6409,-122.103,2
37.6684,-122.121,4
37.8227,-121.277,2
37.8049,-122.265,4
-30.5846,-71.4116,5
-30.5806,-71.4098,3
34.1178,-109.021,5
37.6786,-122.154,1
37.6701,-122.114,1
42.1967,-122.72,1
42.3772,-122.929,2
42.3472,-122.833,1
42.1965,-122.719,3
42.3783,-122.929,2
42.3775,-122.929,2
42.3783,-122.929,2
42.2983,-122.923,2
42.374,-122.952,4
37.7024,-122.156,3
37.6965,-122.156,2
37.6913,-122.153,1
42.1896,-122.674,5
37.9813,-84.556,2
42.3292,-122.833,1
42.114,-123.087,5
28.6571,-17.9042,2
28.657,-17.9041,3
28.4589,-16.2507,5
37.6654,-122.143,2
-24.1858,-65.2995,1
28.6034,-81.2375,1
37.67,-122.131,4
39.056,-77.4804,3
37.6682,-122.133,4
38.2102,-104.47,1
38.2803,-104.477,5
42.3318,-122.854,1
42.3361,-122.853,3
37.7073,-122.105,2
42.3415,-122.899,5
42.3049,-122.87,3
42.3027,-122.872,2
42.3292,-122.793,2
28.6604,-17.9207,2
28.6604,-17.9207,2
33.3421,-111.941,2
19.2602,-96.5783,5
42.1967,-122.719,2
28.6598,-17.914,2
28.6612,-17.8962,4
28.6537,-17.9177,2
31.7888,-96.4583,3
39.0202,-77.4915,2
42.3265,-122.876,3
43.1059,-0.0787652,5
53.2836,18.1187,2
28.6613,-17.8962,5
42.1836,-122.692,2
34.1178,-109.021,5
42.3309,-122.774,3
42.3957,-122.993,3
42.3903,-122.998,4
42.3962,-122.996,4
42.3864,-122.999,5
39.0202,-77.4915,3
40.9058,-74.8314,1
-29.5119,-71.2042,4
-29.5129,-71.199,6
28.6604,-17.9207,3
42.3361,-122.853,3
42.3563,-122.944,1
37.7069,-122.105,3
42.3769,-122.913,2
42.3675,-122.881,2
42.1896,-122.674,6
42.1981,-122.715,2
42.2192,-122.739,3
42.1953,-122.716,3
39.0202,-77.4918,2
41.6794,-72.5532,3
42.143,-122.962,6
-34.8902,-56.1013,2
32.5253,-96.8531,2
35.2556,-111.744,6
42.3138,-122.837,1
41.6794,-72.5532,3
38.3258,-104.697,4
38.3611,-104.703,1
34.1178,-109.021,1
38.3378,-104.827,3
42.3675,-122.881,2
42.3021,-122.817,3
32.209,-96.6422,3
28.6598,-17.9139,2
41.6192,-86.4285,5
41.7114,-86.4288,5
41.6794,-72.5532,3
40.8155,-73.942,5
31.6114,-111.047,6
-33.4637,-55.1337,3
36.7414,-3.00785,5
-29.3738,-71.1157,6
-29.3539,-71.0165,7
-29.2575,-71.0273,3
-29.4966,-71.1944,6
-29.3532,-71.0158,2
-29.3536,-71.0184,6
-29.3554,-71.0114,7
46.0648,11.5246,1
-34.8911,-56.1059,2
35.9251,-86.8689,2
42.3704,-123.586,6
42.3466,-122.833,2
31.6114,-111.047,6
42.1793,-122.7,4
42.183,-122.685,4
42.3094,-122.858,1
42.3455,-122.786,3
42.3449,-122.79,3
40.7378,-111.871,3
31.9895,-96.6286,4
42.3102,-122.829,2
-34.8919,-56.0843,3
-33.4718,-55.1468,1
-34.8911,-56.1059,3
-23.5254,-45.8468,5
-23.5248,-45.8478,5
-21.7848,-48.1786,1
-23.6036,-46.521,1
-21.2337,-45.2309,5
-23.4902,-46.3016,1
-19.9973,-44.0113,3
-23.3355,-46.1936,5
-22.7799,-46.2275,3
-6.05784,-35.1865,6
-3.10045,-59.9994,2
-19.9287,-44.1057,4
-19.972,-43.9731,3
-19.972,-43.973,3
39.2821,-84.3037,3
39.3378,-84.1846,4
39.2939,-84.3054,3
47.554,1.28788,5
42.4028,-83.9247,5
42.4028,-83.9247,5
42.2547,-83.7105,3
35.7331,139.735,2
34.1767,-84.1679,4
39.6703,-104.978,4
39.6703,-104.978,2
40.3428,-105.684,6
39.0282,-95.8263,3
-23.2262,-45.7928,3
44.0409,-121.311,3
40.664,-4.80806,5
35.7333,139.734,2
-23.6046,-46.781,2
40.4434,-109.253,6
42.6727,-78.3835,6
35.2141,-106.685,5
23.6019,58.3861,3
36.0972,-115.025,3
38.0521,-107.303,6
35.2135,-106.686,5
42.1789,-122.695,6
41.0567,29.0308,6
31.9329,-109.125,6
32.9893,-96.8227,4
45.88,10.8513,6
42.2544,-8.63669,6
51.1425,9.8763,6
30.4232,-91.1693,3
38.5314,-99.3087,5
38.8878,-119.82,6
-34.8979,-56.0635,1
-23.1332,-45.7341,5
36.8245,28.6343,5
46.6293,9.7469,4
-34.8911,-56.1059,3
37.7084,-122.103,3
38.5448,-121.72,5
-5.24095,-35.7829,2
30.1886,-85.828,3
30.1886,-85.828,3
30.1886,-85.828,3
-23.6783,-46.5786,2
31.0194,119.897,6
50.3882,7.50633,2
-23.6046,-46.7809,3
25.0437,121.449,1
-20.2803,-45.5365,4
42.5876,-88.5362,6
-19.9917,-43.9524,2
40.1722,-105.113,2
40.6601,-4.80489,5
40.6602,-4.80488,6
44.5722,-91.2274,2
47.6103,20.7282,4
47.6102,20.728,5
-23.6045,-46.7809,2
-23.6046,-46.7809,1
18.3749,-65.8997,1
44.0548,-121.327,2
-34.8936,-56.1175,4
44.0548,-121.327,1
-22.1056,-51.3911,2
-23.6046,-46.781,3
47.6918,-3.27384,5
40.1723,-105.113,2
39.806,-4.63245,6
35.9928,138.502,4
-34.8899,-56.0988,2
-23.6045,-46.7809,3
34.965,136.906,3
37.7069,-122.105,3
41.783,140.753,3
47.4316,-66.9119,6
38.7415,141.238,6
35.9928,138.502,5
35.2244,136.888,3
43.045,141.353,2
-23.6046,-46.7809,3
52.6722,9.93562,4
38.4469,-75.0519,3
33.337,-111.425,5
46.9553,-122.965,5
52.399,13.5643,6
37.7069,-122.105,3
50.6334,4.89635,6
-34.889,-56.0922,2
47.8934,-97.0829,4
43.0881,-0.454831,5
43.0881,-0.454831,5
43.0881,-0.454831,5
43.0881,-0.454831,5
34.1352,134.41,4
34.1199,134.367,4
3.3943,-76.5449,6
35.4772,136.657,3
36.2287,137.619,7
21.8529,-102.279,3
37.64,-112.17,7
36.013,137.859,5
31.3933,130.393,4
50.0945,12.2251,4
17.7852,-64.6245,6
44.0548,-121.327,1
-28.0232,32.2179,6
40.1723,-105.113,3
-23.6046,-46.7809,3
36.6658,138.514,6
37.7069,-122.105,1
37.6656,-121.9,4
40.6299,-3.5198,5
52.0844,8.6542,6
-17.722,-48.1586,3
43.2997,-76.1421,3
43.2997,-76.1423,1
37.1087,-4.1695,6
45.2314,13.6068,6
49.6436,12.2661,6
43.1556,5.89618,5
46.5564,17.6781,6
43.8479,7.2504,6
46.5564,17.6781,6
42.5967,-4.3331,6
-34.7903,-55.9007,3
47.8628,10.6756,6
35.1822,-85.1056,5
38.2506,38.0341,6
43.0154,-0.792074,6
43.0154,-0.792074,6
43.0154,-0.792074,6
-23.6046,-46.781,3
40.1723,-105.113,2
-23.6045,-46.781,3
-34.8902,-56.1012,3
33.0735,130.535,2
46.3935,17.8148,6
46.3983,17.8133,6
-23.6045,-46.781,3
44.9414,-79.5136,7
43.7647,-79.4649,7
42.591,-88.4373,4
47.3801,-68.3168,3
47.3801,-68.3168,3
47.3805,-68.1273,5
47.3127,-68.0626,5
38.8878,-119.82,6
18.3491,-65.9111,3
27.3363,-82.532,3
-23.6642,-46.7476,3
-23.6046,-46.781,3
-23.6045,-46.7809,3
-34.8919,-56.0844,2
-23.6046,-46.781,3
-34.8905,-56.0905,2
-23.6046,-46.781,3
-31.7805,-70.9684,3
44.0548,-121.327,3
-34.8727,-56.1207,1
-34.8726,-56.1208,3
40.1723,-105.113,3
40.0086,-105.03,1
-34.8707,-56.0604,3
-34.8707,-56.0604,1
-34.8921,-56.1159,3
-34.8922,-56.1159,2
-34.8919,-56.1166,2
-23.67,-46.7231,3
34.7051,135.032,3
40.2465,-105.853,6
41.3767,60.3565,4
39.6154,27.8973,6
-34.8578,-55.9939,2
35.3454,-81.7308,4
40.8928,-81.5815,6
42.3684,-71.3031,6
52.3971,13.0488,4
-23.6046,-46.781,3
31.5202,-96.5332,5
40.0086,-105.03,2
34.1765,-84.1679,4
37.6656,-121.9,4
32.5715,-97.056,3
45.8072,6.06821,6
38.379,-78.974,4
38.379,-78.9655,4
38.4506,-78.8389,4
41.3773,60.358,5
50.2459,8.30823,5
56.2047,16.4033,6
-34.8727,-56.1206,3
35.5424,-120.902,5
35.5424,-120.902,5
35.5424,-120.902,5
34.1766,-84.1682,5
35.5424,-120.902,5
44.5264,-89.5732,4
44.4555,-89.552,1
44.4656,-89.5353,4
44.506,-89.5354,4
44.5912,-89.5783,5
44.4656,-89.5352,5
44.5298,-89.5942,4
44.5268,-89.4986,4
44.5193,-89.6452,3
44.5043,-89.5251,4
44.5529,-89.6704,4
44.3831,-89.8234,6
44.4702,-89.6088,6
44.4412,-89.5425,3
44.4794,-89.5175,5
44.0548,-121.327,3
44.5182,-89.5931,4
44.6125,-89.6894,5
44.4485,-89.528,3
44.4486,-89.5536,4
44.5653,-89.5184,4
-34.8892,-56.1525,1
39.6578,66.9554,4
36.3904,-79.3925,6
39.008,-114.218,6
-34.8919,-56.1609,3
32.0954,-96.4689,2
38.9012,-77.2653,5
33.0547,-117.3,3
